    INFO: 2023-03-30 21:52:35,262:               log.py:   20: Logging to E:\Project\auto-mark\crawler\mdpdf.log
   DEBUG: 2023-03-30 21:52:35,529:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2022年04月至2022年06月政府采购意向 | 2022-04-25 14:33:35 | 广东省智慧自然资源——时空数据治理与一体化管理服务（2022年）                                   | 标的名称：广东省智慧自然资源——时空数据治理与一体化管理服务（2022年）  标的数量：8  主要功能或目标：一、数据治理软件开发和业务运营服务 1.数据治理软件开发服务。2.历史已批红线数据治理。3.成果数据汇聚及管理。4.自然资源实体构建服务。5.天地图•广东子系统建设及业务运营。 二、一体化平台及用途管制软件开发和业务运营服务 1.一体化平台软件开发服务。2.一体化平台系统业务运营服务。3.用途管制综合应用建设。4.用途管制综合应用业务运营。5.广东省测绘地理信息监管与服务平台建设。 三、自然资源和不动产登记软件开发和业务运营服务 1.自然资源和不动产登记综合应用建设。2.自然资源和不动产登记综合应用业务运营。3.省级不动产登记专项数据治理。 四、自然资源市场与资产监管软件开发和业务运营服务 1.自然资源市场与资产监管综合应用建设。2.三旧改造、供地数据治理。 五、调查监测软件开发服务 1.调查监测综合应用建设。 六、遥感影像管理软件开发和业务运营服务 1.广东省遥感影像管理与服务子系统建设。2.遥感影像管理与服务子系统业务运营。 七、技术底座软件开发和业务运营服务 1.时空数据行业公共支撑平台建设。2.自然资源业务支撑平台建设。3.AI遥感监测行业基础框架建设。4.AI遥感监测行业公共支撑平台建设。5.基本完成自主可控云GIS平台建设。6.技术底座成品软件（服务目录以外的PaaS能力）租赁服务。7.自然资源云专区业务运营服务。8.自然资源业务网运营服务。9.网络安全运营服务。 八、标准规范编制业务运营服务 1.信息化标准规范体系框架与相关技术规范编制。  需满足的要求：2023年11月20日前完成所有服务内容，并通过采购人组织的专家验收。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | 本项目不属于专门面向中小企业采购的项目。                              | 81380000.0  | 2022年05月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,544:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2022年04月至2022年06月政府采购意向 | 2022-04-25 14:33:35 | 广东省智慧自然资源——时空数据治理与一体化管理服务（2022-2024年）特殊基础设施服务                      | 标的名称：包组1：云专区安全资源池和密码资源池建设； 包组2：三维场景可视化屏建设  标的数量：2  主要功能或目标：包组1：按照纵深防御、实时监测、动态预警、精准溯源、支撑监管的思路，开展智慧自然资源云专区安全和密码资源池建设，具体建设内容涵盖网络与通信安全、主机与终端安全、应用与数据安全、密码资源池及安全开发、测试、运维、监测等技术管控手段的建设和在云专区的能力集成、资源池化工作。 包组2：建设适用于三维场景、智慧自然资源重要应用、安全运行情况等一屏可感可视、辅助决策的可视化屏及配套支撑软硬件及环境，促进智慧自然资源重要情况可感可视，提高辅助决策的支撑能力。  需满足的要求：2025年11月20日前完成所有服务内容，并通过采购人组织的专家验收。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | 包组1不属于专门面向中小企业采购的项目。 包组2为专门面向中小企业采购的项目。           | 12890000.0  | 2022年05月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,557:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2022年04月至2022年06月政府采购意向 | 2022-04-25 14:33:35 | 省自然资源厅政务信息化运维（2022-2024年）项目-基础设施及运行维护服务                            | 标的名称：省自然资源厅政务信息化运维（2022-2024年）项目-基础设施及运行维护服务  标的数量：1  主要功能或目标：通过本项目实施，确保广东省自然资源厅的重要信息系统和基础网络环境的持续稳定运行，对自然资源政务办公、重要业务工作提供可靠有效的信息化支撑。  需满足的要求：服务要求： 开展政务办公系统等12套政务信息系统统筹整合运维服务。保障系统运行环境，维持系统服务正常运作；建立切实可行的运行维护体系相关制度，保障系统的日常管理和运行维护；投入运维人员实时解决客户提出的各种系统使用问题，保证系统的正常运行，对软件系统进行日常的运行状态监控，同时能够对系统的运行数据进行记录，对安全事件的产生原因进行判断和解决。开展厅信息化基础设施运行维护保障服务，保障广东省自然资源厅和技术中心各类信息化基础设施和设备的正常运行。主要工作包括采购7ⅹ24小时故障应急、备件服务、定期巡检、重要时期应急值守等维保服务，支撑省厅机关和技术中心机房各类基础设施的有效运行，保障各机房内的服务器、存储、网络、云平台的正常运作，保障厅机关及技术中心会议系统及相关设备的有效使用。 质量要求：2024年6月30日前通过采购人组织的第三方专家组验收。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | 本项目不属于专门面向中小企业采购的项目                               | 18898400.0  | 2022年06月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,571:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2022年04月至2022年06月政府采购意向 | 2022-04-25 14:33:35 | 省自然资源厅政务信息化运维（2022-2024年）项目-网络安全服务                                 | 标的名称：包组一：行业专项安全测评和攻防支撑服务，包组二：合规安全测评服务  标的数量：2  主要功能或目标：针对存量信息系统，落实省自然资源厅网络安全主体责任，开展网络安全测评服务工作，为省自然资源厅政务信息化提供坚实的安全保障。  需满足的要求：包组一：针对存量（未完成整合前）的信息系统，结合自然资源数据业务特点，定期开展行业性安全风险评估、渗透测试、攻防演练及实战支撑工作。 包组二：针对（未完成整合前）的存量信息系统，落实网络安全合规性要求，对5个三级系统每年开展一次等级保护测评和商用密码应用安全性评估。 质量要求：2024年6月30日前通过采购人组织的第三方专家组验收。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 本项目属于专门面向中小企业采购的项目                                | 2800000.0   | 2022年06月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,587:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2022年04月至2022年06月政府采购意向 | 2022-04-25 14:33:35 | 省自然资源厅政务信息化运维（2022-2024年）项目-监理服务                                   | 标的名称：省自然资源厅政务信息化运维（2022-2024年）项目-监理服务  标的数量：1  主要功能或目标：按照“四控制、三管理、一协调”的原则，根据《广东省省级政务信息化监理服务项目管理指引（试行）》要求，通过委托第三方监理公司，为省自然资源厅政务信息化运维（2022-2024年）项目（以下简称“服务项目”）提供全程监理服务，保证服务项目的基础设施及运行维护服务、网络安全服务等建设内容在规定的时间和预算内保质保量完成，以实现服务项目建设的目标。  需满足的要求：2024年6月30日前完成所有监理服务内容，并通过采购人组织的专家验收。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | 本项目属于专门面向中小企业采购的项目                                | 400000.0    | 2022年05月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,601:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2022年03月至2022年04月政府采购意向 | 2022-03-18 15:02:01 | 广东省智慧自然资源——时空数据治理与一体化管理服务（2022-2024年）监理服务                          | 标的名称：广东省智慧自然资源——时空数据治理与一体化管理服务（2022-2024年）监理服务  标的数量：1  主要功能或目标：按照“四控制、三管理、一协调”的原则，根据《广东省省级政务信息化监理服务项目管理指引（试行）》要求，通过委托第三方监理公司，为广东省智慧自然资源——时空数据治理与一体化管理服务（2022-2024年）项目（以下简称“服务项目”）提供全程监理服务，保证服务项目的软件开发服务、基础设施服务、系统业务运营服务及第三方服务等建设内容在规定的时间和预算内保质保量完成，以实现服务项目建设的目标  需满足的要求：2025年11月20日前完成所有监理服务内容，并通过采购人组织的专家验收                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 本项目不属于专门面向中小企业采购的项目                               | 1794900.0   | 2022年04月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,615:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2022年01月至2022年03月政府采购意向 | 2022-01-28 17:35:40 | 影像服务发布与切片专业产品采购                                                    | 标的名称：影像服务发布与切片专业产品  标的数量：1  主要功能或目标：通过采购遥感影像数据发布及切片专业产品，提升技术中心基础地理信息数据处理能力，包括遥感影像数据处理、切片与发布等能力。 1）采购遥感影像发布与切片专业产品1套，将数据、分析功能等地理资源发布为服务，并能集中管理与分享。 2）采购遥感影像桌面专业产品6套，提供地图数据查询、浏览和编辑功能，地图设计与打印输出，提供地图引擎标注、支持数据拓扑关系构建和制图表达效果、支持遥感影像数据的管理与动态镶嵌。  需满足的要求：质量要求：通过采购人组织的专家验收； 时限要求：于2022年8月20日前实施完成年度建设内容。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 不属于专门面向中小企业采购的项目                                  | 2105000.0   | 2022年03月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,628:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2022年01月至2022年03月政府采购意向 | 2022-01-28 17:35:40 | 耕地保护监管数据技术服务                                                       | 标的名称：包组一：永久基本农田核实整改补足成果评价； 包组二：耕地“进出平衡”技术实现路线探索。  标的数量：2  主要功能或目标：包组一：从永久基本农田空间区位、连片程度、耕作便利度、质量提升潜力、建设占用风险等方面，设计评价模型，制定评价参数，对我省永久基本农田核实整改补足成果进行评价，形成评价成果。 包组二：基于国家和省对于耕地“进出平衡”工作的要求，从技术角度探索业务流程设计、数据运营流转、功能架构设计，为实现该项业务各阶段监管提供技术解决方案。搭建技术实现框架模型（原型），并配套模型（原型）运行的相应软件环境。  需满足的要求：包组一： 成果要求：永久基本农田核实整改补足成果评价模型、评价报告和相关图表。 质量要求：项目通过采购人组织的第三方专家组验收。 时限要求：项目在2022年11月20日前通过验收。 包组二： 成果要求：耕地“进出平衡”技术实现解决方案及框架模型（原型）。 质量要求：项目通过采购人组织的第三方专家组验收。 时限要求：项目在2022年11月20日前通过验收。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 包组一：本包组不属于专门面向中小企业采购的项目。 包组二：本包组不属于专门面向中小企业采购的项目。 | 1130000.0   | 2022年03月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,642:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2022年01月至2022年03月政府采购意向 | 2022-01-14 17:48:30 | 二三维一体化数据存储建设                                                       | 标的名称：二三维一体化数据存储建设  标的数量：1  主要功能或目标：通过扩展二三维一体化数据库存储资源，提供快速足够的数据存放能力，助力陆海统一的二三维一体化数据库的构建，提升时空数据服务的能力和效率，夯实基础测绘发展根基。  需满足的要求：服务要求：避免重复建设和投资，在已有国产存储框架上横向扩展，建设可用容量不少于1.5PB，即1主1备各1.5PB的存储空间容量。 安全要求：副本冗余、快速重构、WORM防篡改 质量要求：项目通过采购人组织的第三方专家组验收。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 本项目不属于专门面向中小企业采购的项目                               | 3300000.0   | 2022年03月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,656:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2022年01月至2022年03月政府采购意向 | 2022-01-14 17:48:30 | 广东省自然资源卫星遥感快速联动检测与专题应用（2022年）-存储设备采购                               | 标的名称：广东省自然资源卫星遥感快速联动检测与专题应用（2022年）-存储设备采购  标的数量：1  主要功能或目标：持续完善卫星遥感数据存储能力，满足海量多源影像及调查监测数据存储需求和数据安全保障，精准提升信息化装备建设能力，发挥基础保障作用。  需满足的要求：服务要求：建设NAS存储，可用容量不少于500TB，支持各类调查监测数据存储与处理。 安全要求：支持RAID类型，能有故障快速恢复，保障硬盘失效后的故障时间最短，减少风险。 质量要求：项目通过采购人组织的第三方专家组验收。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 本项目不属于专门面向中小企业采购的项目                               | 2475000.0   | 2022年03月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,672:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2022年01月至2022年03月政府采购意向 | 2021-12-31 10:20:13 | 基础地理信息矢量数据整合更新技术服务                                                 | 标的名称：包组1:矢量数据整合能力提升技术服务。包组2：矢量数据处理服务  标的数量：2  主要功能或目标：包组1：提升数据整合更新能力、优化快速生产模式及出图模板制作技术服务；包组2：按照项目技术设计要求完成任务区内数据处理工作。  需满足的要求：包组1：质量要求:项目通过采购人组织的第三方专家组验收。时限要求:项目在2022年10月20日前通过验收。包组2：质量要求:按照项目技术设计的要求通过检验。 时限要求:项目在2022年12月20日前完成。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 本项目不属于专门面向中小企业采购的项目                               | 2700000.0   | 2022年03月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,684:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2021年12月至2022年03月政府采购意向 | 2021-12-30 20:33:30 | 省全民所有自然资源资产所有权委托代理数据建设及监管预警（一期）                                    | 标的名称：包组一：省全民所有自然资源资产变更清查工作底图制作 包组二：省本级全民所有自然资源资产管理专题数据整理及标图建库  标的数量：2  主要功能或目标：包组一：制作2021年度土地、矿产、森林、湿地、海洋等全民所有自然资源资产变更清查工作底图。 包组二： （1）收集整理省代理履行全民所有自然资源资产所有者职责的自然资源资产专题数据（新收集：矿产、行政划拨用地、水资源、海域等；补充完善：国有林场、国有农场、国有垦区、自然保护地等），并形成省代理履行所有者职责资源资产标图建库成果。 （2）针对上述省代理履行全民所有自然资源资产所有者职责资源资产标图建库成果，形成省代理履行所有者职责资源资产利用现状分析报告。 （3）梳理国内外自然资源资产监管情况，总结相关监管预警技术和成效，结合广东省实际情况，形成全民所有自然资源资产监管预警技术分析报告。  需满足的要求：包组一： 成果要求：形成2021年度全民所有自然资源资产变更清查工作底图成果（土地、矿产、森林、湿地、海洋等资源）。 质量要求：成果通过具有CMA（或CNAS）资质的第三方机构质检，且项目通过采购人组织的第三方专家组验收。 时限要求：项目在2022年11月20日前通过验收。 包组二： 成果要求：形成省代理履行全民所有自然资源资产所有者职责资源资产标图建库成果、形成省代理履行所有者职责资源资产利用现状分析报告、全民所有自然资源资产监管预警技术分析报告。 质量要求：项目通过采购人组织的第三方专家组验收。 时限要求：项目在2022年11月20日前通过验收。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 包组一：为专门面向中小企业采购的项目。 包组二：本包组不属于专门面向中小企业采购的项目。      | 3680000.0   | 2022年03月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,698:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2021年12月至2022年03月政府采购意向 | 2021-12-30 20:33:30 | 耕地保护监管数据技术服务                                                       | 标的名称：包组一：永久基本农田核实整改补足成果评价 包组二：耕地利用功能转型及驱动力分析  标的数量：2  主要功能或目标：包组一：从永久基本农田空间区位、连片程度、耕作便利度、质量提升潜力、建设占用风险等方面，设计评价模型，制定评价参数，对我省永久基本农田核实整改补足成果进行评价，形成评价成果。 包组二：构建耕地利用的生态、社会等方面转型的理论分析框架，从不同区域尺度综合分析，选取1-2个典型市，揭示耕地利用功能转型的特征与规律，为耕地利用功能转型、作用于业务管理（如：占补平衡、空间规划等）提供技术支撑。  需满足的要求：包组一： 成果要求：永久基本农田核实整改补足成果评价模型、评价报告和相关图表。 质量要求：项目通过采购人组织的第三方专家组验收。 时限要求：项目在2022年11月20日前通过验收。 包组二： 成果要求：耕地利用功能转型及驱动力分析报告和相关图表。 质量要求：项目通过采购人组织的第三方专家组验收。 时限要求：项目在2022年11月20日前通过验收。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | 本项目不属于专门面向中小企业采购的项目。                              | 1130000.0   | 2022年03月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,712:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2021年12月至2022年03月政府采购意向 | 2021-12-29 20:21:05 | 广东省自然资源卫星遥感快速联动监测与专题应用（2022年）-卫星遥感常态化监测样本采集、模型训练、图斑提取及专题应用技术服务（一期） | 标的名称：广东省自然资源卫星遥感快速联动监测与专题应用（2022年）-卫星遥感常态化监测样本采集、模型训练、图斑提取及专题应用技术服务（一期）  标的数量：1  主要功能或目标：协助开展面向AI遥感监测的影像预处理、卫星遥感常态化监测样本采集和模型训练、卫星遥感常态化监测图斑提取、以及村镇工业集聚区监测与分析评价。  需满足的要求：2022年11月20日前实施完成年度建设内容，并通过采购人组织的专家验收。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | 本项目不属于专门面向中小企业采购的项目                               | 7249900.0   | 2022年03月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,726:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2021年12月至2022年03月政府采购意向 | 2021-12-29 20:21:05 | 自然资源执法监测（2022年）                                                    | 标的名称：包组1：省级卫星遥感执法监测能力提升技术服务（二期）； 包组2：2022年矿产卫片监测省级审核及稀土监测。  标的数量：2  主要功能或目标：包组1：协助提升疑似违法图斑快速智能监测技术能力、增加智能提取变化图斑类别、完成月度线索图斑提取和年度执法专题（违法热点）监测图斑提取。 包组2：协助完成矿产卫片图斑省级审核和对稀土开采易发区与反弹区不少于600km2的遥感监测。  需满足的要求：包组1：2022年11月20日前实施完成年度建设内容。并通过采购人组织的专家验收。 包组2：2022年11月20日前实施完成年度建设内容。并通过采购人组织的专家验收。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | 本项目不属于专门面向中小企业采购的项目                               | 3004000.0   | 2022年03月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,740:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2021年12月至2022年03月政府采购意向 | 2021-12-29 20:21:05 | 遥感影像质量提升技术服务                                                       | 标的名称：包组1：遥感影像像控点测量（2022年）； 包组2：高分辨率光学测绘遥感影像（SC级）产品畸变和辐射质量完善技术服务（2022年）  标的数量：2  主要功能或目标：包组1：为持续提升全省多源卫星影像制作能力，拟开展粤西及粤东区域约7万平方公里范围像控点数据测量与更新，计划实施不少于约5000个像控点测量，点位精度参照1：2000航空摄影像控点测量及地形图图根点测量要求执行； 包组2：针对技术中心2020年至今获取到的卫星遥感影像，从质量问题产生机理、数据质量检查方法及自动化评估技术、质量问题有限补偿方法三个方面展开技术攻关和工具研制，最终提升正射影像成图质量。  需满足的要求：包组1： 质量要求：通过广东省测绘产品质量监督检验中心的检查验收； 时限要求：于2022年11月30日前实施完成年度建设内容。 包组2： 质量要求：通过采购人组织的专家验收； 时限要求：于2022年11月20日前实施完成年度建设内容。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | 本项目不属于专门面向中小企业采购的项目                               | 4900000.0   | 2022年03月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,754:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2021年12月至2022年03月政府采购意向 | 2021-12-29 20:21:05 | 优于3米空间分辨率SAR卫星遥感影像数据获取与处理                                          | 标的名称：优于3米空间分辨率SAR卫星遥感影像数据获取与处理  标的数量：1  主要功能或目标：为提升遥感影像数据保障能力，拓宽遥感影像数据源，补充采购优于3m（含3m）空间分辨率的SAR卫星遥感影像（2022年二、三季度各覆盖一次），并利用广东省国土资源技术中心像控点及DEM进行SAR数据正射纠正处理，服务自然资源调查监测“一套数”实时更新。  需满足的要求：质量要求：影像获取数据成果需要通过具有检验检测机构资质认定证书的省级测绘行业资质单位检验，并提供检查验收报告。数据正射纠正处理成果需通过采购方组织的验收； 时限要求：于2022年11月20日前实施完成年度建设内容。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 本项目不属于专门面向中小企业采购的项目                               | 4110200.0   | 2022年03月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,767:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2021年12月至2022年03月政府采购意向 | 2021-12-29 20:21:05 | 自然资源确权登记与不动产登记数据整理分析技术服务（2022年度）                                   | 标的名称：自然资源确权登记与不动产登记数据整理分析技术服务（2022年度）  标的数量：1  主要功能或目标：1.完成江门古兜山省级自然保护区和罗浮山省级自然保护区的自然资源确权登记相关工作，包括协助采购人编制技术设计书，开展内业数据整理、外业调查等工作，并结合调查成果，完成确权登记工作； 2.开展2022年省级及地方试点地区自然资源调查确权数据汇集、质检、数据入库等工作； 3.开展试点区县的林权和农村土地承包经营权数据的省级汇集建库，结合试点经验形成全省的林权数据汇集、质检、入库等的数据整理工作流程、方案等； 4.开展全省不动产权属争议调处数据汇集、质检、入库等工作，包括编制不动产权属争议标准规范、汇交要求与建库工作； 5.对省级现有的各类不动产登记数据集的构成及管理状况进行分析，按高效、灵活、一致的原则对管理方式和基础结构进行优化设计； 6.利用现有房地类数据开展数据分析，形成数据分析成果（包括数据分析报告、分析报表、专题图等）； 7.结合新增的不动产登记数据种类，分析不动产登记主体、客体、权利等登记数据特点，横向、纵向梳理不动产登记业务逻辑关系，并选取最适用的关键字段，调整各类不动产登记数据表单结构关系； 8.基于不动产登记数据的特点，分析数据应用实际情况，形成完整的数据产品分析方案，并结合数据应用场景，进行方案验证，形成数据应用案例，提高不动产登记数据应用价值。  需满足的要求：于2022年11月20日前实施完成年度建设内容，并通过采购人组织的专家验收。                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 本项目不属于专门面向中小企业采购的项目                               | 7562400.0   | 2022年03月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,781:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2021年05月至2021年07月政府采购意向 | 2021-05-27 11:37:55 | 省自然资源厅政务管理信息系统运行保障服务（2021年）监理服务、网络安全服务                             | 标的名称:省自然资源厅政务管理信息系统运行保障服务（2021年）监理服务、网络安全服务； 标的数量:2； 主要功能或目标:省自然资源厅政务管理信息系统运行保障服务（2021年）监理服务、网络安全服务； 需满足的要求:包组1： 名称：省自然资源厅政务管理信息系统运行保障服务（2021年）-网络安全服务 目标：通过安全服务落实国家网络安全等级保护制度、商用密码应用安全性评估管理规定；在网络安全测评满足合规要求的基础上，及早发现、及时处置不断变化、层出不强的动态安全威胁和漏洞。 数量：1项 服务要求：提供网络安全保障年度服务，并与下年度服务做好衔接，确保工作不断档，在下年度服务团队进场一个月内继续做好服务和工作交接。 质量要求：项目通过采购人组织的第三方专家组验收 包组2： 名称：省自然资源厅政务管理信息系统运行保障服务（2021年）-监理服务 目标：提供监理服务,保障项目建设的合理、合规、高质量，促进项目按期保质完成。 数量：1项 服务要求：对省自然资源厅政务管理信息系统运行保障服务（2021年）所有子项目进行监理。 质量要求：项目通过采购人组织的第三方专家组验收；                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | 按有关要求落实政府采购政策。                                    | 1996200.0   | 2021年07月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,795:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2021年05月至2021年06月政府采购意向 | 2021-05-13 14:32:01 | 省自然资源厅政务管理信息系统运行保障服务（2021年）-基础设施及运行维护服务                            | 标的名称:省自然资源厅政务管理信息系统运行保障服务（2021年）-基础设施及运行维护服务； 标的数量:1； 主要功能或目标:保障省内原国土、海洋专网应用正常、省自然资源厅移动办公、政务类业务类事项办理等工作的正常开展。保障软件系统及基础设施运行环境持续安全稳定可靠地运行。； 需满足的要求:服务要求：提供基础设施服务，机房环境、设备、视频会商等维护服务，政务管理信息系统运行维护服务。按年度运维，并与下年度服务做好衔接，确保在下年度服务团队进场一个月内继续做好服务和工作交接。 质量要求：项目通过采购人组织的第三方专家组验收；                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | 按有关要求落实政府采购政策。                                    | 8561000.0   | 2021年06月 | nan                     |
   DEBUG: 2023-03-30 21:52:35,809:      pdf_renderer.py:  470: printSegment: | 广东省国土资源技术中心（广东省基础地理信息中心）2021年03月政府采购意向          | 2021-03-05 22:53:46 | 省自然资源厅广东省全民所有自然资源资产清查信息管理服务系统建设（2021年）（软件开发、成品软件租赁、基础设施）           | 标的名称:省自然资源厅广东省全民所有自然资源资产清查信息管理服务系统建设（2021年）（软件开发、成品软件租赁、基础设施）； 标的数量:3； 主要功能或目标:目标：1、全民所有自然资源资产清查信息管理服务系统：全民所有自然资源资产清查数据库建库系统建设；全民所有自然资源资产清查数据库质量检查系统建设；全民所有自然资源资产清查数据管理与分析应用系统建设。 2、地理信息系统桌面软件租赁。 3、提供智能密码钥匙50个和SSL应用安全网关1个，并完成与“全民所有自然资源资产清查数据管理与分析应用系统”的集成。； 需满足的要求:质量要求：全民所有自然资源资产清查数据库建库系统、全民所有自然资源资产清查数据库质量检查系统和全民所有自然资源资产清查数据管理与分析应用系统通过验收测评；项目通过采购人组织的第三方专家组验收。省自然资源厅广东省全民所有自然资源资产清查信息管理服务系统建设（2021年）项目通过省政数局的前置审核。 时间要求：2022年3月31日前通过验收。；                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 4839300.0                                         | 2021年03月    | nan      |                         |
